POI,Lon,Lat
city_center,2.170037,41.386968
metro,2.167015,41.385919
metro,2.167646,41.386095
metro,2.169598,41.385842
metro,2.169503,41.385707
metro,2.151636,41.399679
metro,2.152429,41.400039
metro,2.152507,41.399554
metro,2.158326,41.392331
metro,2.157649,41.393362
metro,2.157956,41.392909
metro,2.135427,41.397791
metro,2.135114,41.397895
metro,2.135502,41.397638
metro,2.130075,41.398154
metro,2.130828,41.397781
metro,2.143251,41.398645
metro,2.142754,41.398631
metro,2.142852,41.398976
metro,2.11937,41.399203
metro,2.118699,41.398423
metro,2.118998,41.398967
metro,2.147016,41.401372
metro,2.125789,41.398544
metro,2.124523,41.39935
metro,2.125112,41.39896
metro,2.137173,41.410227
metro,2.139248,41.405731
metro,2.139256,41.406043
metro,2.139529,41.405442
metro,2.142617,41.403596
metro,2.143265,41.403133
metro,2.142961,41.40344
metro,2.147573,41.401403
metro,2.086746,41.353011
metro,2.068427,41.351845
metro,2.148628,41.374547
metro,2.125369,41.357005
metro,2.117531,41.35536
metro,2.13168,41.360962
metro,2.130463,41.361391
metro,2.103422,41.357794
metro,2.139358,41.368228
metro,2.034689,41.357711
metro,2.043259,41.348145
metro,2.11168,41.361271
metro,2.180381,41.391664
metro,2.182218,41.393228
metro,2.180061,41.392387
metro,2.102669,41.357404
metro,2.103029,41.358779
metro,2.102666,41.359299
metro,2.200227,41.450043
metro,2.199663,41.449896
metro,2.110686,41.351236
metro,2.110976,41.351991
metro,2.109898,41.351527
metro,2.110588,41.350397
metro,2.111765,41.350916
metro,2.103659,41.368289
metro,2.103234,41.367647
metro,2.103931,41.368184
metro,2.169597,41.388111
metro,2.169492,41.38757
metro,2.168507,41.387706
metro,2.170687,41.387914
metro,2.168588,41.3872
metro,2.169507,41.387625
metro,2.187344,41.408643
metro,2.187148,41.409242
metro,2.187202,41.410828
metro,2.18753,41.411218
metro,2.148309,41.375344
metro,2.149455,41.375546
metro,2.148801,41.37538
metro,2.183562,41.430861
metro,2.183464,41.431138
metro,2.184196,41.428993
metro,2.183628,41.430467
metro,2.183584,41.430093
metro,2.183324,41.430459
metro,2.110681,41.368521
metro,2.110396,41.367873
metro,2.110875,41.368376
metro,2.217787,41.451728
metro,2.217064,41.451761
metro,2.21861,41.451596
metro,2.187098,41.402063
metro,2.18834,41.402984
metro,2.187238,41.402882
metro,2.187513,41.402698
metro,2.106694,41.344339
metro,2.106409,41.34472
metro,2.144523,41.375356
metro,2.143445,41.375552
metro,2.142362,41.375134
metro,2.143991,41.375292
metro,2.187227,41.421981
metro,2.187272,41.423089
metro,2.187198,41.422492
metro,2.186428,41.39558
metro,2.187072,41.395422
metro,2.186842,41.395574
metro,2.13319,41.373293
metro,2.133647,41.372953
metro,2.134546,41.374172
metro,2.134031,41.373543
metro,2.187294,41.416721
metro,2.187229,41.415812
metro,2.187086,41.416156
metro,2.137493,41.37525
metro,2.138801,41.375217
metro,2.137301,41.37557
metro,2.138845,41.375468
metro,2.138493,41.375542
metro,2.100302,41.362977
metro,2.100569,41.363695
metro,2.099718,41.36366
metro,2.100304,41.364232
metro,2.153966,41.37907
metro,2.154406,41.378685
metro,2.15517,41.379461
metro,2.154913,41.379656
metro,2.154456,41.379149
metro,2.191104,41.437806
metro,2.19105,41.436433
metro,2.190747,41.437324
metro,2.207988,41.451908
metro,2.20835,41.451604
metro,2.207416,41.451058
metro,2.207161,41.451444
metro,2.129976,41.369557
metro,2.129175,41.369127
metro,2.128698,41.368443
metro,2.190501,41.442298
metro,2.19087,41.442305
metro,2.190338,41.444154
metro,2.190709,41.444183
metro,2.190665,41.443807
metro,2.11649,41.368742
metro,2.11727,41.368154
metro,2.117108,41.368594
metro,2.194356,41.448967
metro,2.194384,41.449539
metro,2.164719,41.385814
metro,2.163474,41.385403
metro,2.164571,41.386145
metro,2.164163,41.385551
metro,2.159849,41.382668
metro,2.159449,41.382955
metro,2.158237,41.382056
metro,2.158998,41.382457
metro,2.175019,41.390021
metro,2.174004,41.389109
metro,2.173372,41.389401
metro,2.17309,41.38952
metro,2.234241,41.440358
metro,2.224024,41.442346
metro,2.217243,41.441476
metro,2.171017,41.462556
metro,2.17214,41.46292
metro,2.171578,41.462738
metro,2.185391,41.451492
metro,2.174473,41.460889
metro,2.18058,41.459194
metro,2.17912,41.459624
metro,2.17985,41.459409
metro,2.205987,41.423471
metro,2.217241,41.433816
metro,2.217371,41.433504
metro,2.216803,41.433879
metro,2.196179,41.415594
metro,2.195092,41.414799
metro,2.195013,41.415283
metro,2.244209,41.449132
metro,2.186173,41.410117
metro,2.186554,41.4101
metro,2.182802,41.407068
metro,2.182167,41.407271
metro,2.182557,41.407338
metro,2.23404,41.440639
metro,2.234255,41.441113
metro,2.233988,41.44129
metro,2.206689,41.423827
metro,2.180022,41.400331
metro,2.179581,41.40018
metro,2.180037,41.400087
metro,2.168228,41.375231
metro,2.167765,41.374796
metro,2.167579,41.375091
metro,2.167762,41.389284
metro,2.168735,41.389295
metro,2.16833,41.389533
metro,2.23821,41.444591
metro,2.239146,41.445295
metro,2.238942,41.444538
metro,2.238365,41.44515
metro,2.175562,41.403847
metro,2.176315,41.404257
metro,2.162901,41.37916
metro,2.163172,41.380689
metro,2.163409,41.37899
metro,2.163015,41.379953
metro,2.201262,41.419459
metro,2.200095,41.418604
metro,2.200601,41.419306
metro,2.228147,41.435342
metro,2.228502,41.435868
metro,2.227784,41.435516
metro,2.175485,41.394285
metro,2.174676,41.394956
metro,2.174591,41.394624
metro,2.163699,41.385021
metro,2.163681,41.384514
metro,2.16414,41.384844
metro,2.163252,41.385015
metro,2.209904,41.430056
metro,2.21027,41.429935
metro,2.209632,41.430299
metro,2.142987,41.424923
metro,2.142012,41.4251
metro,2.18295,41.449264
metro,2.165196,41.441671
metro,2.166353,41.441845
metro,2.166078,41.442024
metro,2.169571,41.385366
metro,2.170725,41.38604
metro,2.170075,41.385531
metro,2.169714,41.385946
metro,2.170344,41.386286
metro,2.160122,41.396315
metro,2.160904,41.395745
metro,2.160499,41.395422
metro,2.159713,41.39611
metro,2.160473,41.395755
metro,2.175556,41.376673
metro,2.175987,41.377112
metro,2.176443,41.3772
metro,2.176285,41.376817
metro,2.149829,41.374513
metro,2.150171,41.374826
metro,2.150029,41.375363
metro,2.14909,41.374291
metro,2.150301,41.37516
metro,2.152798,41.402597
metro,2.152815,41.402297
metro,2.130847,41.38397
metro,2.130678,41.384233
metro,2.131389,41.384545
metro,2.149572,41.40611
metro,2.150391,41.406599
metro,2.172794,41.381722
metro,2.173507,41.380969
metro,2.17353,41.380666
metro,2.126495,41.387932
metro,2.126135,41.388261
metro,2.127857,41.388357
metro,2.126304,41.388204
metro,2.144554,41.430627
metro,2.145257,41.43056
metro,2.145191,41.430847
metro,2.147798,41.434855
metro,2.148557,41.435325
metro,2.147015,41.435432
metro,2.147496,41.435235
metro,2.118013,41.385808
metro,2.117869,41.386116
metro,2.117872,41.385906
metro,2.170083,41.374728
metro,2.170433,41.375177
metro,2.170718,41.375079
metro,2.165242,41.392217
metro,2.164802,41.391905
metro,2.165646,41.391351
metro,2.164871,41.392581
metro,2.164453,41.392328
metro,2.16457,41.392896
metro,2.140978,41.417691
metro,2.140979,41.417205
metro,2.140751,41.417963
metro,2.13621,41.382176
metro,2.136549,41.382673
metro,2.16169,41.375204
metro,2.161109,41.375204
metro,2.158936,41.37487
metro,2.158822,41.37522
metro,2.15988,41.375147
metro,2.17602,41.446933
metro,2.177118,41.44795
metro,2.175017,41.446909
metro,2.176252,41.447394
metro,2.142019,41.381157
metro,2.139887,41.381979
metro,2.141603,41.380858
metro,2.140542,41.382298
metro,2.141512,41.381522
metro,2.146052,41.378249
metro,2.145225,41.378805
metro,2.144456,41.378852
metro,2.145436,41.378064
metro,2.145478,41.378565
metro,2.184187,41.449312
metro,2.18472,41.4493
metro,2.184457,41.449665
metro,2.184161,41.449514
metro,2.142547,41.425262
metro,2.144798,41.411753
metro,2.144863,41.411461
metro,2.145084,41.411401
metro,2.157006,41.438128
metro,2.156392,41.437571
metro,2.111704,41.384208
metro,2.111621,41.384639
metro,2.1104,41.384138
metro,2.181619,41.44867
metro,2.182475,41.449285
metro,2.17722,41.424489
metro,2.166884,41.412047
metro,2.16623,41.412431
metro,2.165088,41.412123
metro,2.166162,41.411775
metro,2.185811,41.382237
metro,2.18566,41.382674
metro,2.217105,41.414575
metro,2.215632,41.415468
metro,2.215688,41.415007
metro,2.210317,41.420291
metro,2.191575,41.394936
metro,2.192791,41.395438
metro,2.192179,41.395239
metro,2.191499,41.395301
metro,2.193191,41.38821
metro,2.193327,41.38792
metro,2.192713,41.388147
metro,2.215909,41.41174
metro,2.217331,41.412265
metro,2.216969,41.411963
metro,2.170859,41.394823
metro,2.171334,41.394796
metro,2.171406,41.39526
metro,2.174241,41.416004
metro,2.174437,41.416378
metro,2.174535,41.415996
metro,2.178343,41.384137
metro,2.179204,41.383774
metro,2.179125,41.383984
metro,2.162763,41.406051
metro,2.163163,41.406001
metro,2.163315,41.406523
metro,2.206472,41.423961
metro,2.19746,41.399026
metro,2.197247,41.399257
metro,2.172883,41.436715
metro,2.173684,41.43758
metro,2.173953,41.437178
metro,2.173484,41.437215
metro,2.177349,41.422701
metro,2.177694,41.424269
metro,2.167775,41.389664
metro,2.167682,41.389615
metro,2.202855,41.403481
metro,2.203212,41.40344
metro,2.209671,41.408202
metro,2.208411,41.407903
metro,2.209959,41.408155
metro,2.172613,41.388771
metro,2.174157,41.387564
metro,2.173104,41.388481
metro,2.168669,41.39999
metro,2.168592,41.40017
metro,2.178458,41.443382
metro,2.178826,41.444145
metro,2.178906,41.443928
metro,2.186497,41.420554
metro,2.126019,41.375495
metro,2.125579,41.375701
metro,2.128135,41.375637
metro,2.127313,41.375605
metro,2.181742,41.415335
metro,2.181114,41.414798
metro,2.180938,41.414999
metro,2.090782,41.366055
metro,2.091263,41.366148
metro,2.099888,41.371578
metro,2.099238,41.371318
metro,2.120049,41.375998
metro,2.118297,41.375791
metro,2.121098,41.37556
metro,2.120678,41.375948
metro,2.180781,41.423505
metro,2.182124,41.423447
metro,2.181609,41.423528
metro,2.072672,41.356107
metro,2.072404,41.356151
metro,2.159106,41.394536
metro,2.158487,41.394451
metro,2.15916,41.394887
metro,2.155013,41.423558
metro,2.156073,41.425418
metro,2.155126,41.424597
metro,2.150142,41.420977
metro,2.149504,41.419877
metro,2.148073,41.423133
metro,2.148521,41.421974
metro,2.144952,41.384126
metro,2.146075,41.384981
metro,2.145606,41.384454
metro,2.078917,41.357389
metro,2.079,41.35807
metro,2.078904,41.357707
metro,2.158742,41.429811
metro,2.160483,41.42973
metro,2.161228,41.430042
metro,2.161178,41.429762
metro,2.15177,41.388946
metro,2.150676,41.388476
metro,2.15029,41.388226
metro,2.150984,41.389033
metro,2.186579,41.422021
metro,2.186897,41.421556
metro,2.176558,41.425638
metro,2.1759,41.425733
metro,2.176475,41.425869
metro,2.135849,41.375429
metro,2.135034,41.375491
metro,2.13548,41.375444
metro,2.106775,41.373558
metro,2.107033,41.37329
metro,2.107647,41.374015
metro,2.108251,41.37406
metro,2.174231,41.404606
metro,2.173357,41.403512
metro,2.173076,41.403762
metro,2.173877,41.404117
metro,2.083994,41.362753
metro,2.084164,41.363278
metro,2.084574,41.36329
metro,2.175393,41.410166
metro,2.176264,41.411214
metro,2.176324,41.411021
metro,2.139739,41.379602
metro,2.139294,41.379699
metro,2.141445,41.425067
metro,2.167494,41.399121
metro,2.166277,41.398676
metro,2.166728,41.398769
metro,2.166992,41.430601
metro,2.168457,41.430572
metro,2.16701,41.430319
metro,2.16776,41.430824
metro,2.175568,41.429214
metro,2.174603,41.430476
metro,2.174133,41.430266
metro,2.174845,41.429404
metro,2.174875,41.429732
metro,2.205212,41.436173
metro,2.204794,41.436065
metro,2.186242,41.42096
metro,2.193133,41.429748
metro,2.210131,41.444246
metro,2.19855,41.457253
metro,2.212413,41.454503
metro,2.215908,41.446684
metro,2.20578,41.459366
street_Diagonal,2.1076809,41.3833622
street_Diagonal,2.1095691,41.3838774
street_Diagonal,2.1112857,41.3843926
street_Diagonal,2.1129165,41.3849078
street_Diagonal,2.1151481,41.3853586
street_Diagonal,2.1169506,41.3857127
street_Diagonal,2.1186243,41.3861635
street_Diagonal,2.1200405,41.3866787
street_Diagonal,2.1217142,41.3870973
street_Diagonal,2.1234737,41.3874514
street_Diagonal,2.1255336,41.3879344
street_Diagonal,2.1272932,41.3884495
street_Diagonal,2.1293102,41.3889647
street_Diagonal,2.1317564,41.3895442
street_Diagonal,2.1333871,41.3899628
street_Diagonal,2.1352754,41.3904135
street_Diagonal,2.1370779,41.3909931
street_Diagonal,2.1394382,41.391476
street_Diagonal,2.1419702,41.3919911
street_Diagonal,2.1446095,41.3929248
street_Diagonal,2.1469699,41.3934721
street_Diagonal,2.1490298,41.3940838
street_Diagonal,2.1517335,41.3945345
street_Diagonal,2.1529588,41.3949042
street_Diagonal,2.1543964,41.3952744
street_Diagonal,2.1555015,41.3955722
street_Diagonal,2.1565208,41.3958539
street_Diagonal,2.1575615,41.3960873
street_Diagonal,2.1582588,41.3963207
street_Diagonal,2.1590742,41.3964978
street_Diagonal,2.1602758,41.3967875
street_Diagonal,2.1613005,41.397029
street_Diagonal,2.1597072,41.396707
street_Diagonal,2.1620998,41.3971819
street_Diagonal,2.162899,41.3974072
street_Diagonal,2.1637574,41.3976084
street_Diagonal,2.164562,41.3977694
street_Diagonal,2.1653989,41.398043
street_Diagonal,2.1663215,41.3982845
street_Diagonal,2.1671048,41.3984857
street_Diagonal,2.1678343,41.3986949
street_Diagonal,2.168639,41.3988961
street_Diagonal,2.1694651,41.3991134
street_Diagonal,2.1706614,41.3993146
street_Diagonal,2.171525,41.3995882
street_Diagonal,2.1725228,41.3998377
street_Diagonal,2.1735957,41.4000792
street_Diagonal,2.1743253,41.4003447
street_Diagonal,2.175205,41.4004896
street_Diagonal,2.1765569,41.4008276
street_Diagonal,2.1774152,41.4011012
street_Diagonal,2.1783218,41.4013105
street_Diagonal,2.1794751,41.4016002
street_Diagonal,2.1804407,41.4017772
street_Diagonal,2.1818676,41.4021796
street_Diagonal,2.1828761,41.4024371
street_Diagonal,2.1838203,41.4026946
